goodinfo,condemn,qAnswered,totalCorrect,percCorrect,ansall,dowork,doromantic,doacademic,dodrugs,trustswork,trustsromantic,trustsacademic,trustsdrugs,trustgwork,trustgromantic,trustgacademic,trustgdrugs,likework,likeromantic,likeacademic,likedrugs,compq1work,compq1romantic,compq1academic,compq1drugs,compq2work,compq2romantic,compq2academic,compq2drugs,compq3work,compq3romantic,compq3academic,compq3drugs,compq4work,compq4romantic,compq4academic,compq4drugs,sumdo,sumtrusts,sumtrustg,sumlike,sumtotal,age,gender,edu,income,generaltrust,reason,previousexperience
1,1,16,16,1,1,1,2,2,2,6,6,6,6,6,5,5,5,6,5,5,5,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6.25,6,5.25,5.25,5.6875,59,2,6,5,5,"I generally believe what people I have heard are trustworthy say, even if it is gossip.",1
0,0,16,16,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4,4,4,4,4,28,2,5,6,6,Based only on the evidence presented in the story.,2
1,1,8,7,0.875,0,2,,,4,5,,,7,4,,,7,4,,,4,2,,,2,1,,,1,1,,,3,1,,,1,5,6,5.5,4,5.125,,2,,,,,
0,0,4,3,0.75,0,,,3,,,,3,,,,3,,,,2,,,,1,,,,2,,,,3,,,,2,,5,3,3,2,3.25,,2,,,,,
0,0,16,16,1,1,2,2,3,3,5,4,2,3,5,6,5,6,4,4,5,6,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,5.5,3.5,5.5,4.75,4.8125,27,1,5,5,6,Did not associate mentioned individuals with bad behavior.,2
1,1,16,16,1,1,2,1,1,1,7,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6.75,6.25,6,6,6.25,22,1,5,1,5,I felt people were reliable and trustworthy if they disapproved of the wrong acts,2
0,0,16,16,1,1,3,5,5,4,3,3,6,5,5,2,5,4,4,2,4,5,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,3.75,4.25,4,3.75,3.9375,32,1,5,3,3,"I wasn't really sure whether or not to trust anyone, but I felt that the woman in the last part was the least trustworthy. The first two men that were mentioned didn't seem to make me feel like I shouldn't trust them, even if they did cheat in those contexts. I guess cheating in a relationship bothers me more than the other types of cheating that were mentioned in the scenarios.",2
1,0,16,16,1,1,2,1,1,1,6,7,6,6,5,6,7,5,6,7,6,6,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6.75,6.25,5.75,6.25,6.25,24,1,5,1,5,"I made my judgements based on the event being discussed and weither or not the person was proven to engage in the act or not. If it was something serious such as cheating I would have a greater respect for the person overall then if it was something simple. The reason for this is that if the person was not guilty of something major like cheating then I was more confident how they were as a person, but if it was something simple it didn't tell me much about them.",2
1,0,16,16,1,1,2,1,1,2,5,5,7,3,5,7,5,5,5,4,4,3,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6.5,5,5.5,4,5.25,26,2,2,3,4,By the reading and wether I would trust someone I don't know.,1
1,1,16,16,1,1,6,1,1,1,6,7,7,7,6,7,6,6,6,7,7,7,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,5.75,6.75,6.25,6.75,6.375,55,1,4,4,6,I read the stories and thought abouty If I was talking to the oersoins How I would think,1
0,1,16,16,1,1,1,7,4,3,6,5,5,6,6,7,4,5,6,5,3,5,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,4.25,5.5,5.5,4.75,5,22,1,5,7,5,I read the descriptions and then noticed a pattern in the sentence and paragraph structure between the scanarios,2
0,1,4,3,0.75,0,,,4,,,,2,,,,3,,,,5,,,,1,,,,1,,,,1,,,,1,,4,2,3,5,3.5,,2,,,,,
0,0,16,16,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4,4,4,4,4,57,2,5,2,3,"If there was nothing that would cause me to like or dislike a person, I rated them and anything they might do as neutral.",1
1,0,4,3,0.75,0,,,1,,,,7,,,,7,,,,7,,,,2,,,,2,,,,3,,,,2,,7,7,7,7,7,,2,,,,,
1,1,16,16,1,1,2,2,1,1,5,5,6,7,4,4,4,4,5,6,6,6,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6.5,5.75,4,5.75,5.5,27,2,4,6,5,Based on what I believe my emotions would be in each situation.,1
0,1,8,7,0.875,0,,,2,2,,,3,5,,,3,4,,,4,4,,,1,1,,,1,1,,,1,3,,,1,1,6,4,3.5,4,4.375,,2,,,,,
1,1,16,15,0.9375,1,1,1,1,1,7,7,7,7,6,6,6,6,6,6,6,6,2,2,2,2,1,2,1,1,3,3,3,3,1,1,1,1,7,7,6,6,6.5,,1,,,,,
0,0,16,16,1,1,4,4,4,2,4,4,4,5,4,4,4,6,4,5,4,5,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4.5,4.25,4.5,4.5,4.4375,30,1,2,4,2,You cant judge people based on what someone else have done.,1
0,1,16,16,1,1,2,4,3,3,4,5,5,4,4,4,4,4,4,4,4,3,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5,4.5,4,3.75,4.3125,48,1,4,4,5,I tried to put myself in the story or relate it to something I haddone.,1
1,0,16,16,1,1,1,3,4,4,5,7,4,5,7,7,5,5,5,5,5,4,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5,5.25,6,4.75,5.25,23,1,4,4,3,I read the stories and decided the best answers with the context I had.,2
1,1,16,16,1,1,3,3,4,4,5,5,5,5,4,5,4,5,4,5,4,4,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,4.5,5,4.5,4.25,4.5625,25,1,4,3,4,"Most of my answers were in the middle, you can't really make a full judgement on someone because of one situation.  Something like trust is build over a period of time.",3
1,1,16,16,1,1,1,2,1,2,5,5,6,5,5,5,5,5,6,6,6,6,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6.5,5.25,5,6,5.6875,27,2,3,8,4,By the information that I was told,2
1,0,4,3,0.75,0,,,,6,,,,6,,,,4,,,,2,,,,2,,,,1,,,,2,,,,2,2,6,4,2,3.5,,2,,,,,
0,1,16,16,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,7,7,7,7,7,54,1,5,8,6,I made them based on the information given about what the person said.,1
0,0,16,16,1,1,1,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,6.25,4,4,4,4.5625,38,1,2,6,1,If I was given no reason to trust or not trust I chose the middle answer but the truth is that it's actually hard for me to trust anyone.,1
0,1,16,16,1,1,2,2,1,2,5,6,6,6,5,6,6,5,5,6,6,6,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,6.25,5.75,5.5,5.75,5.8125,49,2,5,5,6,I just mostly took the people's statements about their beliefs at face value.,1
1,1,16,16,1,1,2,2,2,2,6,5,6,5,5,4,5,5,4,4,4,5,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6,5.5,4.75,4.25,5.125,20,1,4,1,5,Read the scenarios and went with my gut reactions,3
1,0,16,16,1,1,2,2,1,1,6,6,6,6,6,6,5,6,6,6,5,6,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6.5,6,5.75,5.75,6,37,1,5,6,6,I made judgments based on the information I had from the story.,1
1,1,16,16,1,1,3,3,5,4,4,4,3,5,5,5,3,4,5,5,4,5,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,4.25,4,4.25,4.75,4.3125,25,1,4,4,3,"It depended on the stories/wordage.  Sarah was faithful during her last relationship, this is a long term commitment that says a lot about her.  On the other hand Kyle didn't cheat on his latest test, which leaves me to believe he may have cheated before.",1
0,0,12,11,0.916666686534882,0,2,1,,2,6,4,,7,4,5,,6,4,6,,5,1,1,,1,1,1,,1,3,3,,3,2,2,,3,6.33333349227905,5.66666650772095,5,5,5.5,,1,,,,,
1,0,16,16,1,1,2,2,2,2,6,6,5,6,4,5,5,4,5,6,5,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6,5.75,4.5,5.25,5.375,38,1,4,5,3,"Well I took the wording of your questions literally. The story gives you the answers and as for my personal feelings, it's simply a judgment call.",3
1,1,16,16,1,1,1,2,1,1,5,7,6,6,5,6,6,6,6,6,5,5,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6.75,6,5.75,5.5,6,38,2,4,6,4,Assumptions made by what was told and overheard,1
0,1,16,16,1,1,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5,4,4,4,4.25,43,1,4,2,2,I made judgements in this HIT based on the limited information that was available in the scenario.  There was a slight inclination to think that the person identifying the offending behavior in another person might be slightly less-inclined to commit an impropriety themselves.,1
1,0,16,16,1,1,2,1,1,1,5,7,6,5,6,6,5,5,5,4,5,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6.75,5.75,5.5,4.75,5.6875,38,2,2,3,4,"In general, I believe people  to be good and trustworthy. I give them the benefit of the doubt. But not for the people who cheated in their relationship, on their exams, etc.)",2
0,0,16,16,1,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4.25,4,4,4,4.0625,24,1,4,4,3,I read and answered correctly,1
0,1,16,16,1,1,2,3,3,1,5,4,5,4,5,4,4,4,5,5,5,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5.75,4.5,4.25,4.75,4.8125,22,2,1,6,5,by how my gut felt,2
1,1,16,16,1,1,3,4,4,6,5,4,4,4,4,5,3,4,4,3,5,5,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,3.75,4.25,4,4.25,4.0625,21,1,4,3,5,based on what happened,3
0,0,16,16,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4,4,4,4,4,30,2,5,5,4,"I just didn't know, I don't find it easy to predict behavior.",1
1,1,16,16,1,1,2,2,2,2,6,6,6,5,5,5,3,4,5,5,3,4,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6,5.75,4.25,4.25,5.0625,28,2,6,5,4,"I used the stories mostly, but with some of the situations it seemed like the person was tattling or gossiping rather than being helpful.",1
1,0,4,3,0.75,0,4,,,,3,,,,3,,,,3,,,,1,,,,1,,,,3,,,,2,,,,4,3,3,3,3.25,,2,,,,,
1,0,16,16,1,1,3,2,3,3,5,4,4,5,4,5,5,4,4,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5.25,4.5,4.5,4,4.5625,26,1,5,7,3,just based on gut,2
0,0,16,16,1,1,4,4,4,2,4,4,4,5,4,4,4,5,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4.5,4.25,4.25,4,4.25,21,1,4,3,3,I read the article and analyzed how people felt about other people and had an idea how to feel about other people. I felt neutral for most cases because the person in question didn't do anything in the story.,2
1,0,16,16,1,1,2,4,2,2,6,5,6,6,6,5,6,6,6,5,6,6,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5.5,5.75,5.75,5.75,5.6875,26,1,5,5,5,"I assumed that if if somebody did something, they would likely do the same thing in the future. But given that nothing is guaranteed I never put it to one extreme or the other.",2
0,1,16,16,1,1,4,2,2,1,1,5,6,5,2,5,6,2,2,4,5,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5.75,4.25,3.75,3.75,4.375,24,1,5,6,4,Context and what the subject was.,1
1,1,16,16,1,1,2,2,2,2,5,4,4,4,5,4,4,4,5,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6,4.25,4.25,4.25,4.6875,33,1,2,3,4,"I made judgements soley based on the information provided, regardless of sex or context.",2
0,1,16,16,1,1,3,2,3,5,3,3,4,3,3,5,4,3,3,3,5,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,4.75,3.25,3.75,3.75,3.875,22,2,4,2,5,I mostly went by my opinion that people who gossip about other's failings usually have something to hide.  /,1
1,1,8,7,0.875,0,,1,,1,,7,,6,,5,,6,,7,,6,,2,,2,,1,,3,,3,,3,,1,,1,7,6.5,5.5,6.5,6.375,,1,,,,,
0,0,16,16,1,1,4,3,4,2,4,4,4,5,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4.75,4.25,4,4,4.25,21,1,4,3,4,It was difficult to make any judgement on the characters as you were not given any information outside of that they you don't know if they did the task / drug.,1
0,0,16,16,1,1,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4,4,4,4,4,59,2,5,7,4,I did not make judgements one way or another based on just one piece of information. I would have to know much more about these individulas.,3
1,0,16,16,1,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6,6,6,6,6,36,2,5,8,6,"If they haven't cheated in the past, I can trust them to a large extent to probably not cheat again",1
0,1,16,16,1,1,4,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,4.5,2.75,3,3,3.3125,30,2,6,6,5,I do not trust a lot person who gossips about another person,2
1,0,16,16,1,1,3,1,4,4,5,6,4,4,6,6,4,4,4,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5,4.75,5,4,4.6875,21,1,2,9,6,"As neutral as possible. I was given to little information on the people and the scenario for me to personally decided if i trust or like the person. /  / However in some cases (such as the romantic relationship scenario), there is very little room for exceptions or misconceptions and was able to rate based off my morals",1
1,1,16,16,1,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6,6,6,6,6,29,2,4,5,6,I am more likely to trust the person that is rumored to have good character I guess and to trust that that person will not do anything immoral in the future,2
0,1,16,15,0.9375,1,4,2,3,3,4,4,4,3,5,4,4,4,3,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,3,5,3.75,4.25,3.75,4.1875,,1,,,,,
0,0,16,16,1,1,2,2,2,4,4,4,5,4,5,4,4,4,4,4,3,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,5.5,4.25,4.25,3.75,4.4375,29,2,5,6,3,Seeing as each scenario stated that the first two individuals I don't know whether or not they are doing something I can't determine either way whether they will or won't commit the infraction listed. I don't generally put much trust in anyone until they earn it.,1
1,1,16,16,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,4,4,4,4.25,4.0625,27,1,6,4,5,Inferring data from what I read.,3
1,1,16,16,1,1,2,2,2,2,5,4,5,6,4,5,5,5,3,4,4,5,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6,5,4.75,4,4.9375,22,1,4,2,5,"I think about the context of the situation, and from that determine how much trust I would put in someone.",2
1,0,16,16,1,1,2,2,2,2,7,6,6,6,6,5,6,5,6,6,6,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6,6.25,5.5,5.75,5.875,41,2,5,2,6,"I felt that I could trust the people based on knowing their recent experience.  For someone who has not recently cheated, I felt it safe to assume they probably don't cheat.  For someone who expressed strong disapproval towards cheating, I felt that they most definitely do not cheat.  It was based on the behavior presented.  Though, now that I'm thinking about it, I don't know how completely reliable the information about the other people (the mutual acquaintances) was, since it was secondhand information.  Hmm.",2
1,0,16,16,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,4,4,4,4,4,28,2,4,2,5,"i can't judge people based on gossip, whether or not what part of the story they're in. especially in predicting future behavior",1
0,1,16,16,1,1,3,3,3,2,5,4,5,5,4,4,5,4,3,5,5,5,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5.25,4.75,4.25,4.5,4.6875,35,2,4,4,4,I just guessed.,2
1,0,16,16,1,1,2,3,2,3,5,5,3,3,5,5,3,4,4,5,4,3,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5.5,4,4.25,4,4.4375,21,1,4,3,5,"Imagined scenarios, and put down gut reactions.",1
1,1,16,16,1,1,6,1,1,1,4,5,5,5,4,4,5,5,3,5,5,6,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,5.75,4.75,4.5,4.75,4.9375,49,2,5,5,6,"In each story whenever  they are mentioning  about the third person, I feel that the first person is gossiping, and he is showing that he is a good person.",1
0,1,16,16,1,1,2,2,2,3,5,5,5,2,5,5,5,5,5,4,4,5,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5.75,4.25,5,4.5,4.875,21,1,4,1,3,"I'm not sure I understand.  I made my judgements just based off my first impression, ""How much do you trust this person?"" ""3 out of 5"".",2
0,1,16,16,1,1,1,1,1,1,5,4,4,4,5,5,4,4,4,5,4,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,7,4.25,4.5,4.25,5,19,1,4,7,5,i based it off of how well i knew them. if i didn't know them well then i wouldn't be as trusting towards them.,1
1,1,16,16,1,1,2,2,3,2,6,2,5,6,4,3,4,4,4,5,5,4,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,5.75,4.75,3.75,4.5,4.6875,27,1,5,3,3,"Partially on the scenario (e.g. cheating at work vs. cheating on a romantic partner), and partially on that person's views. It's hard to tell if they were telling the truth, but saying that they were against the certain action being discussed made me trust them more than if they said they didn't have a problem with it.",1
0,0,16,16,1,1,3,4,4,2,4,4,4,4,4,4,4,3,4,5,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4.75,4,3.75,4.25,4.1875,20,1,4,3,5,I made my judgments with little solid information. Because of this I chose a lot of 4's because I felt like I didn't have sufficient evidence to make proper judgments about the subjects.,2
0,1,16,16,1,1,5,2,3,2,4,3,5,4,4,3,4,4,5,3,4,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5,4,3.75,4,4.1875,23,2,5,3,4,"Based on the scenario, though they were all linguistically equivalent, the details mattered.",2
1,0,16,16,1,1,2,2,2,1,7,6,6,6,6,6,6,6,6,5,7,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6.25,6.25,6,5.75,6.0625,20,1,4,8,6,"I imagined the characters as people I knew, then made the decisions based on what I would do in the situations as them.",1
1,0,16,16,1,1,1,2,2,2,7,7,6,6,6,5,5,5,6,5,5,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6.25,6.5,5.25,5.25,5.8125,32,2,5,7,5,I went with my gut.,1
0,0,16,16,1,1,1,6,6,1,5,6,6,6,5,6,6,5,5,6,6,6,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4.5,5.75,5.5,5.75,5.375,44,1,3,5,4,made judgements  of the information given. reasoning with the scenario and information provided.,1
0,0,16,16,1,1,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,3.5,4,4,4,3.875,34,1,5,2,3,"just because one person of the group is cheating, doesn't necessarily mean all of them are.",2
1,1,16,16,1,1,2,2,2,1,6,6,6,6,6,7,6,6,6,7,6,6,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6.25,6,6.25,6.25,6.1875,24,2,4,5,6,"Context is important - and having previous experience with someone helps provide some of this. In all of the cases, the people who received the most trust from me were those who already had a history of being trustworthy.",2
1,1,12,11,0.916666686534882,0,1,1,1,,4,1,2,,4,3,2,,4,3,2,,2,2,2,,1,1,1,,3,3,2,,1,1,1,,7,2.33333325386047,3,3,3.83333325386047,,1,,,,,
1,0,16,16,1,1,1,1,1,1,6,6,5,5,6,6,5,5,6,6,5,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,7,5.5,5.5,5.5,5.875,42,1,6,10,6,I generally trust people and like them and expect them to do right.,1
0,1,16,16,1,1,2,2,2,1,6,2,6,6,6,6,5,6,6,6,6,5,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,6.25,5,5.75,5.75,5.6875,42,1,5,7,5,I made them straight from the facts. although I just realized that I was simply taking the word of the person in scenario with no proof that the person actually did what they said. The person offering the gossip could be just as bad as the one they are talking about.,1
1,0,16,16,1,1,2,2,2,2,6,6,5,6,6,6,6,6,6,6,5,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6,5.75,6,5.5,5.8125,37,1,5,7,5,"I made my judgments based on the testimony of other individuals, or through gossip overheard.",1
0,1,16,16,1,1,1,1,1,1,6,6,6,6,5,6,6,5,6,6,6,5,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,7,6,5.5,5.75,6.0625,20,1,4,5,5,"I judged people based on how they were portrayed in the context. If they disprove of something 'bad,' then I said I would trust them.",1
1,1,16,16,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,7,7,7,7,7,27,1,4,5,4,Utilizing others input regarding common threads.,1
1,0,16,16,1,1,1,2,2,2,6,5,6,5,5,5,5,5,5,5,5,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6.25,5.5,5,5,5.4375,21,2,4,4,5,"I considered the situations and how I would feel both as a bystander, but also as the person in question. I did my best to be fair and honest.",1
0,1,16,16,1,1,2,3,4,3,5,6,5,5,5,5,4,5,5,6,4,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5,5.25,4.75,4.75,4.9375,18,1,4,3,5,I guaged my feelings by thinking of past experiences and thinking about how i would react in that situation.,3
1,0,16,16,1,1,2,1,1,1,7,7,7,7,6,7,6,6,6,7,6,6,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6.75,7,6.25,6.25,6.5625,21,1,2,5,2,Based on the stories and facts presented to me,1
1,1,16,16,1,1,2,2,1,3,5,6,6,6,5,5,5,6,5,5,5,5,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6,5.75,5.25,5,5.5,31,1,5,6,5,"In vague generalities, as knowing only a single fact about a person lends itself to vague answers.",2
0,0,16,16,1,1,4,4,4,4,5,5,5,6,5,5,5,5,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4,5.25,5,4,4.5625,26,1,5,2,5,"I didn't know much about the people, so I judged them as I would someone I've never met. In the case of someone being a teammate or partner, I figured they could maybe be trusted a bit more due to that association.",3
1,0,16,16,1,1,6,1,7,4,6,7,7,7,6,6,7,4,6,6,7,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,3.5,6.75,5.75,6,5.5,27,1,2,6,1,i followed the text,1
1,1,16,16,1,1,7,7,6,6,7,6,7,6,7,6,7,7,7,7,7,7,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,1.5,6.5,6.75,7,5.4375,23,1,4,2,7,I made judgements based on what others overheard.,1
0,0,16,16,1,1,4,4,4,3,5,4,5,5,4,5,5,5,4,5,4,5,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4.25,4.75,4.75,4.5,4.5625,35,1,5,6,6,Little information was brought up about the people I was being asked to judge. I had no idea what to base my judgments on since no information was presented on those people.,1
0,1,16,16,1,1,4,3,3,1,5,6,6,6,5,6,5,5,5,6,6,5,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5.25,5.75,5.25,5.5,5.4375,19,1,4,1,5,I used my morals to make what I thought was fair decisions and tried to view each person with a blank slate.,1
0,0,8,6,0.75,0,4,,4,,4,,4,,4,,4,,4,,4,,1,,1,,1,,3,,3,,1,,2,,2,,4,4,4,4,4,,2,,,,,
0,1,16,16,1,1,2,2,2,1,5,3,6,5,4,5,6,5,4,5,6,5,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,6.25,4.75,5,5,5.25,62,1,6,9,6,Based on how the character felt,2
0,1,16,16,1,1,1,1,1,1,4,5,6,5,4,4,6,5,4,5,5,5,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,7,5,4.75,4.75,5.375,34,2,2,5,7,None,2
0,0,16,16,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4,4,4,4,4,25,1,5,6,1,Could not pass judgement on character with no information.,1
1,1,16,16,1,1,1,1,2,1,7,6,6,6,6,5,5,6,5,6,4,6,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6.75,6.25,5.5,5.25,5.9375,27,1,4,6,6,"I've been in very similar situations to most of those presented. I've had a job, played on a team, had a girlfriend, etc. It's fairly easy to imagine yourself in particular shoes when you've worn them before.",1
1,0,16,16,1,1,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,4.25,3.75,3.75,4,3.9375,25,2,4,6,6,"I felt neutral about most of these people because I do not know them and I cannot say for sure whether or not I trust them as they are strangers to me. Moreover, I do not want to trust a source so willingly that is also a stranger to me. I would rather wait and meet the person instead of gossiping about them, when the stories may be entirely false.",1
0,0,16,16,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4,4,4,4,4,21,2,5,2,4,Choose neutral on all answers since I didnt know anything about the mentioned people.,3
0,0,16,16,1,1,2,2,1,2,3,5,2,5,4,5,5,4,4,4,4,3,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,6.25,3.75,4.5,3.75,4.5625,25,1,4,5,4,Normally how I would talk to other people about mutual acquanintance.,1
1,1,16,16,1,1,1,1,1,3,6,5,5,5,4,5,4,4,4,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6.5,5.25,4.25,4,5,32,2,2,6,6,I compared a couple to real life situations I have been in.,3
1,1,16,16,1,1,2,2,2,2,6,6,5,5,5,5,5,5,5,5,5,5,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6,5.5,5,5,5.375,21,1,4,2,5,"the first person always ended up being the one who didn't cheat etc., the second one you didn't know, and the third one (acquaintance) always ended up being the cheater. Based on this, the results were self explanatory.",1
1,0,16,16,1,1,2,2,2,2,7,7,6,6,7,6,6,6,5,6,5,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6,6.5,6.25,5.25,6,18,1,4,1,7,Read about their trust-worthiness and made my decisions.,1
0,1,4,3,0.75,0,,4,,,,4,,,,4,,,,4,,,,1,,,,1,,,,2,,,,1,,,4,4,4,4,4,,1,,,,,
0,1,16,16,1,1,5,7,7,6,3,1,1,3,3,2,2,3,4,2,2,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1.75,2,2.5,3,2.3125,23,2,4,2,6,I made my judgments based off of the information I was given.,1
0,1,16,16,1,1,1,1,1,1,7,7,7,7,7,7,7,6,7,7,7,7,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,7,7,6.75,7,6.9375,25,2,5,4,5,I re-read the stories.,1
0,0,4,3,0.75,0,,,4,,,,4,,,,4,,,,4,,,,1,,,,2,,,,3,,,,2,,4,4,4,4,4,,1,,,,,
1,1,4,4,1,0,,,,1,,,,4,,,,2,,,,4,,,,2,,,,1,,,,3,,,,1,7,4,2,4,4.25,,2,,,,,
